case_id,amount,payment_method,failure_type,checkout_intent_score,customer_tenure_days,previous_transactions,previous_failures,previous_recoveries,days_since_failure,retry_count,messages_sent,opted_out,historical_success_rate,prior_recovery_rate,high_value,customer_history_strength,recovered
RC0085818,1869.56,card,temporary_bank_error,0.9565,3,8,0,1,4,0,2,0,0.7288042035357181,0.15370977772506944,0,0.5916741449658187,1
RC0085819,468.73,upi,temporary_bank_error,0.8702,366,6,2,4,1,2,0,0,0.5258782422065634,0.6325607048538658,0,0.5239995654055677,1
RC0085820,1173.71,card,insufficient_funds,0.6831,119,7,2,3,1,1,3,0,0.8632582463580575,0.5406011451665784,0,0.55995723371683,0
RC0085821,5151.39,upi,timeout,0.683,1340,4,0,0,13,2,0,0,1.0,0.0,0,0.43339347763417224,0
RC0085822,3744.86,card,insufficient_funds,0.6555,386,12,0,1,6,2,0,0,1.0,1.0,0,0.6906959960353908,0
RC0085823,1776.99,upi,insufficient_funds,0.7862,158,9,0,4,6,1,1,0,1.0,1.0,0,0.6200458888731157,0
RC0085824,1463.68,upi,timeout,0.921,43,9,2,0,9,2,2,0,0.5741728496925808,0.5151739940737646,0,0.6200458888731157,0
RC0085825,958.19,netbanking,insufficient_funds,0.5951,10,8,1,1,11,2,2,0,0.9183638563699459,0.28403980890599895,0,0.5916741449658187,0
RC0085826,863.37,upi,unknown,0.6303,1414,9,0,2,5,2,0,0,1.0,1.0,0,0.6200458888731157,0
RC0085827,4028.03,upi,authentication_failure,0.8032,598,6,0,2,8,0,1,0,1.0,1.0,0,0.5239995654055677,0
RC0085828,1375.49,card,unknown,0.485,689,7,1,1,6,1,0,0,0.7516225071152017,0.41086598128927176,0,0.55995723371683,0
RC0085829,2313.72,card,temporary_bank_error,0.5212,776,8,1,1,4,0,3,0,0.9339825502191369,1.0,0,0.5916741449658187,1
RC0085830,13918.45,upi,temporary_bank_error,0.668,507,12,1,1,11,2,2,0,0.9961495169548346,0.25051736431067045,1,0.6906959960353908,0
RC0085831,1962.3,upi,timeout,0.8663,649,7,1,2,8,3,1,0,1.0,0.6567403242370612,0,0.55995723371683,0
RC0085832,948.72,upi,unknown,0.6122,481,11,0,3,1,0,0,0,0.9774125669184829,0.9646074850867472,0,0.669141894960796,1
RC0085833,3789.81,wallet,insufficient_funds,0.8398,296,8,3,1,14,3,1,0,0.7208110387109634,0.30536319006330453,0,0.5916741449658187,0
RC0085834,4494.01,card,insufficient_funds,0.7253,512,6,1,4,13,2,1,0,0.932104804554271,0.8659708661042551,0,0.5239995654055677,0
RC0085835,345.21,wallet,timeout,0.6082,1291,5,2,3,9,2,2,0,0.8272846188661728,0.4776474514097542,0,0.4824894837218527,0
RC0085836,5197.62,upi,insufficient_funds,0.7954,440,13,1,2,11,1,2,0,0.8683271655845144,0.9653649707708286,0,0.7106519766445112,1
RC0085837,836.21,card,temporary_bank_error,0.7227,822,13,2,1,1,1,0,1,0.78263967195629,0.3212724175848253,0,0.7106519766445112,0
RC0085838,7093.01,upi,expired_instrument,0.2942,476,12,1,3,7,3,0,0,0.926020069054113,0.9125466017587349,0,0.6906959960353908,0
RC0085839,5321.84,card,authentication_failure,0.81,217,6,0,0,11,2,2,0,1.0,0.0840857327659864,0,0.5239995654055677,0
RC0085840,2009.79,card,timeout,0.7666,302,8,4,3,10,3,0,1,0.5303328005403448,0.430344734235582,0,0.5916741449658187,0
RC0085841,877.56,upi,temporary_bank_error,0.6017,395,8,1,1,5,2,1,0,1.0,0.5609634074234492,0,0.5916741449658187,0
RC0085842,4580.26,upi,unknown,0.6554,995,11,3,0,12,1,0,0,0.6335338917253842,0.10871884362410485,0,0.669141894960796,0
RC0085843,2570.89,upi,authentication_failure,0.6755,356,12,0,5,5,0,0,0,1.0,1.0,0,0.6906959960353908,1
RC0085844,932.34,upi,timeout,0.8382,625,7,2,0,14,1,0,0,0.467722134499383,1.0,0,0.55995723371683,1
RC0085845,2809.87,upi,expired_instrument,0.7493,1184,8,0,1,3,0,1,0,0.9289563640200397,0.9608152738396875,0,0.5916741449658187,1
RC0085846,689.5,upi,timeout,0.9494,5,14,4,1,8,3,3,0,0.7396163778610623,0.3704074984526137,0,0.7292305501170816,0
RC0085847,2261.03,card,insufficient_funds,0.942,716,8,2,2,14,0,0,0,1.0,0.14704363145882698,0,0.5916741449658187,1
RC0085848,2298.18,card,expired_instrument,0.7216,187,10,2,3,5,1,2,0,0.6637219665180197,0.40825516977081183,0,0.6457112531348923,1
RC0085849,2702.03,card,temporary_bank_error,0.64,1133,5,2,2,10,2,0,0,0.698443294885754,0.589520014528499,0,0.4824894837218527,0
RC0085850,5037.14,upi,unknown,0.9077,1419,13,1,2,6,1,0,0,0.8518516067274626,0.12046109485083718,0,0.7106519766445112,0
RC0085851,1181.8,upi,temporary_bank_error,0.8337,1298,9,1,2,2,2,3,0,0.8210101507448907,0.7456640600477034,0,0.6200458888731157,1
RC0085852,1044.99,card,temporary_bank_error,0.7885,1368,8,1,1,0,3,0,0,0.8011657119310348,0.18333915830497677,0,0.5916741449658187,0
RC0085853,1842.05,upi,expired_instrument,0.4488,110,11,4,2,8,0,2,0,0.7210249463144175,0.3573161649457956,0,0.669141894960796,0
RC0085854,3599.52,card,temporary_bank_error,0.7981,1021,9,2,2,3,2,3,0,0.6930304628460882,0.21738293301406786,0,0.6200458888731157,1
RC0085855,1506.19,card,temporary_bank_error,0.954,1173,11,0,3,9,2,3,0,1.0,1.0,0,0.669141894960796,1
RC0085856,459.27,card,insufficient_funds,0.8293,339,15,1,3,2,2,0,0,0.9385929085550352,0.5787610257796822,0,0.7466096449557734,1
RC0085857,1438.78,upi,authentication_failure,0.4714,354,11,3,2,12,3,3,0,0.6597360841951014,0.2941128073211006,0,0.669141894960796,0
RC0085858,2060.61,upi,temporary_bank_error,0.6203,621,12,1,3,14,3,2,0,0.9251981797241723,1.0,0,0.6906959960353908,1
RC0085859,929.37,upi,temporary_bank_error,0.8157,1234,9,3,6,0,1,1,0,0.8432197801016653,0.6029477707018914,0,0.6200458888731157,1
RC0085860,244.03,upi,temporary_bank_error,0.7315,1120,12,0,4,1,3,2,0,0.967349104213505,0.7385035081925541,0,0.6906959960353908,1
RC0085861,2345.97,netbanking,authentication_failure,0.9273,861,7,0,5,13,0,2,0,1.0,0.9868381003300424,0,0.55995723371683,1
RC0085862,592.03,upi,insufficient_funds,0.7311,1143,7,0,2,7,1,0,0,1.0,0.8207327208051367,0,0.55995723371683,1
RC0085863,4097.93,upi,timeout,0.7189,437,10,0,2,3,3,0,0,0.9080690273528704,0.6639289713603898,0,0.6457112531348923,0
RC0085864,12755.72,upi,expired_instrument,0.6633,954,7,3,1,10,3,3,0,0.6456425167317318,0.3177746592840927,1,0.55995723371683,0
RC0085865,841.87,upi,timeout,0.8632,289,12,2,2,1,1,0,0,0.841461547133496,0.34663370460198073,0,0.6906959960353908,1
RC0085866,2427.36,upi,authentication_failure,0.7633,190,17,1,0,8,0,3,0,0.9945375417502177,0.4808584883329792,0,0.778326556204762,0
RC0085867,2320.91,netbanking,expired_instrument,0.5894,993,12,1,2,4,0,1,0,0.9653478650158074,0.664502249980028,0,0.6906959960353908,1
RC0085868,488.31,card,insufficient_funds,0.9209,738,6,3,0,5,0,3,0,0.6982448178784484,0.0,0,0.5239995654055677,0
RC0085869,229.43,wallet,authentication_failure,0.6998,1146,4,1,0,3,3,0,0,0.40901955211255,0.6190272719219527,0,0.43339347763417224,0
RC0085870,568.6,card,unknown,0.6868,202,7,2,0,4,0,1,0,0.9848139603345069,0.23586183488343285,0,0.55995723371683,1
RC0085871,1390.68,netbanking,authentication_failure,0.4536,335,14,1,2,8,1,3,0,0.8900051654592545,0.5107589199348307,0,0.7292305501170816,0
RC0085872,14305.26,wallet,timeout,0.4241,874,6,1,2,10,0,3,0,0.7843294531846139,0.608819276214534,1,0.5239995654055677,1
RC0085873,2929.06,card,timeout,0.7999,634,5,2,3,6,2,1,0,0.7228665758956542,0.7544093824933962,0,0.4824894837218527,0
RC0085874,848.86,card,timeout,0.4506,525,4,0,3,7,3,2,0,0.915355567815982,0.7429389925431625,0,0.43339347763417224,0
RC0085875,841.96,upi,insufficient_funds,0.557,212,9,1,1,7,0,0,0,0.9069919368822212,0.30356673156592134,0,0.6200458888731157,0
RC0085876,1005.77,card,expired_instrument,0.2496,229,4,1,2,2,1,1,0,0.8976122771134323,0.7935671072137924,0,0.43339347763417224,1
RC0085877,364.44,card,temporary_bank_error,0.6814,301,9,2,2,7,1,3,0,0.5863369497145141,0.41111418943866745,0,0.6200458888731157,0
RC0085878,848.33,card,authentication_failure,0.2897,1112,4,1,2,0,2,2,0,0.5572029501783757,0.710105571942179,0,0.43339347763417224,0
RC0085879,2663.4,netbanking,timeout,0.8719,1036,13,0,3,4,2,3,0,0.99693767787435,1.0,0,0.7106519766445112,1
RC0085880,1484.86,card,authentication_failure,0.6618,1302,5,1,3,0,0,0,0,0.6717063570400873,0.8607694974849206,0,0.4824894837218527,1
RC0085881,1272.46,upi,insufficient_funds,0.8803,503,11,0,2,11,1,1,0,1.0,0.954153753655551,0,0.669141894960796,1
RC0085882,3656.7,card,expired_instrument,0.6981,186,9,3,3,3,2,1,0,0.7513239422269035,0.5208657439212715,0,0.6200458888731157,0
RC0085883,690.76,card,expired_instrument,0.6976,1405,9,1,6,4,1,1,0,0.8453749762919266,0.8144362749240697,0,0.6200458888731157,0
RC0085884,2590.76,netbanking,temporary_bank_error,0.9005,69,12,0,1,2,3,2,0,1.0,0.8911757443167213,0,0.6906959960353908,1
RC0085885,682.75,upi,timeout,0.4422,937,5,0,3,12,1,0,0,1.0,1.0,0,0.4824894837218527,0
RC0085886,3647.01,netbanking,timeout,0.7187,1058,7,4,3,9,0,0,0,0.2434460768393856,0.5225849494565529,0,0.55995723371683,0
RC0085887,1900.71,card,timeout,0.6308,1249,6,0,3,12,3,1,0,0.7720025557566502,0.8724512886919905,0,0.5239995654055677,0
RC0085888,2068.75,card,temporary_bank_error,0.8011,157,14,2,0,10,1,2,0,0.8540230402574661,0.26383859145248384,0,0.7292305501170816,1
RC0085889,1605.31,card,expired_instrument,0.5162,1067,11,4,0,2,3,2,0,0.6460004412379576,0.0,0,0.669141894960796,0
RC0085890,2858.86,card,timeout,0.6407,956,10,1,2,9,3,1,0,0.9912325037040951,0.9824833460307,0,0.6457112531348923,0
RC0085891,871.58,card,temporary_bank_error,0.7989,1253,6,1,2,4,1,1,0,0.7200601558228897,0.8822969871099193,0,0.5239995654055677,1
RC0085892,4250.95,card,expired_instrument,0.1686,1132,9,1,2,12,0,1,0,0.8798026646608323,0.5415464683052129,0,0.6200458888731157,0
RC0085893,1447.61,upi,insufficient_funds,0.8763,1413,6,0,2,6,2,2,0,1.0,0.8425895023549416,0,0.5239995654055677,1
RC0085894,2739.33,upi,temporary_bank_error,0.9688,115,6,2,0,8,0,0,0,0.7781790803995392,0.0,0,0.5239995654055677,1
RC0085895,3153.51,upi,expired_instrument,0.5872,647,10,1,2,8,2,0,0,0.9231846848566159,0.5861143667321586,0,0.6457112531348923,0
RC0085896,939.41,upi,temporary_bank_error,0.6879,120,6,0,1,14,1,3,0,1.0,1.0,0,0.5239995654055677,1
RC0085897,2739.79,wallet,expired_instrument,0.6662,969,10,1,4,7,0,1,0,0.9874275669426439,0.6201343058612414,0,0.6457112531348923,0
RC0085898,956.12,upi,temporary_bank_error,0.86,1267,7,2,1,10,3,2,0,0.6862272669635635,0.1356046478326449,0,0.55995723371683,0
RC0085899,465.85,netbanking,temporary_bank_error,0.5703,1480,11,0,1,8,2,3,0,1.0,0.8092628103775954,0,0.669141894960796,1
RC0085900,2121.3,upi,timeout,0.5543,1006,9,2,4,11,3,0,0,0.5620311137103604,0.8044505116194479,0,0.6200458888731157,0
RC0085901,11326.72,card,temporary_bank_error,0.5518,1012,7,3,2,14,3,3,0,0.616826011678296,0.43603011875876796,1,0.55995723371683,0
RC0085902,1031.49,upi,insufficient_funds,0.6412,1368,15,1,0,8,2,0,0,1.0,0.0,0,0.7466096449557734,0
RC0085903,2780.49,netbanking,unknown,0.4835,525,7,3,4,2,0,3,0,0.616527752495301,0.4742844384646538,0,0.55995723371683,1
RC0085904,3610.54,upi,expired_instrument,0.6014,962,15,0,1,1,0,2,0,1.0,0.0,0,0.7466096449557734,0
RC0085905,671.75,card,expired_instrument,0.5212,602,11,2,2,0,2,2,0,0.8250910203475436,0.2622617611781247,0,0.669141894960796,1
RC0085906,1064.08,card,temporary_bank_error,0.7018,762,7,2,1,12,2,0,0,0.749983747229712,0.9294329603675017,0,0.55995723371683,0
RC0085907,5206.55,card,authentication_failure,0.9722,1117,11,1,2,7,3,0,0,0.9714568557633854,0.4076425689123362,0,0.669141894960796,1
RC0085908,3141.29,card,insufficient_funds,0.7937,1081,11,1,2,8,3,3,0,0.9891475926823923,1.0,0,0.669141894960796,0
RC0085909,1911.0,upi,timeout,0.6045,797,12,0,2,8,3,0,0,0.9768152585122261,1.0,0,0.6906959960353908,1
RC0085910,471.15,upi,insufficient_funds,0.8436,1399,12,1,1,13,0,0,0,0.8647136356018682,0.3805881186450339,0,0.6906959960353908,1
RC0085911,1102.09,netbanking,temporary_bank_error,0.8721,138,12,0,0,8,0,0,0,0.9033425893202779,1.0,0,0.6906959960353908,1
RC0085912,2802.1,netbanking,expired_instrument,0.7376,199,10,0,2,10,1,3,0,1.0,1.0,0,0.6457112531348923,0
RC0085913,124.41,upi,temporary_bank_error,0.7518,701,5,3,0,7,1,1,0,0.15141530496712993,0.0507053615958969,0,0.4824894837218527,1
RC0085914,3589.63,wallet,expired_instrument,0.8175,1466,7,1,3,5,1,2,0,1.0,0.6674619181748866,0,0.55995723371683,1
RC0085915,4710.71,upi,timeout,0.492,1382,7,1,0,1,0,1,0,0.8688329730986558,0.0,0,0.55995723371683,1
RC0085916,8315.5,upi,insufficient_funds,0.8111,861,11,0,2,7,1,3,0,0.8375486453108479,0.7203535744237608,0,0.669141894960796,1
RC0085917,5315.03,card,expired_instrument,0.7313,610,8,3,1,10,0,2,0,0.6728029219474213,0.41165347076736314,0,0.5916741449658187,0
RC0085918,2531.29,upi,temporary_bank_error,0.6895,435,16,2,1,7,0,1,0,0.8561269721826248,0.3237515522578957,0,0.7629347951689582,1
RC0085919,3488.83,upi,unknown,0.8935,194,10,2,0,6,0,2,0,0.7207628234200911,0.14761253406220673,0,0.6457112531348923,1
RC0085920,1329.82,card,temporary_bank_error,0.3813,1337,12,0,3,7,0,2,0,0.9400842672173894,1.0,0,0.6906959960353908,0
RC0085921,1125.51,netbanking,temporary_bank_error,0.6851,75,11,3,6,9,3,0,0,0.8433396768322303,0.6229311986450289,0,0.669141894960796,1
RC0085922,2611.03,card,authentication_failure,0.5081,1233,6,3,0,8,2,0,0,0.3159277037481572,0.0,0,0.5239995654055677,0
RC0085923,894.01,netbanking,temporary_bank_error,0.833,627,7,3,1,3,0,0,0,0.40401937660380594,0.12141248769566124,0,0.55995723371683,0
RC0085924,1251.79,upi,temporary_bank_error,0.6578,923,11,1,2,14,2,0,0,0.9363284195813282,1.0,0,0.669141894960796,1
RC0085925,11586.96,card,temporary_bank_error,0.7227,1438,7,3,0,11,0,0,0,0.5559337435099801,0.23497914896006797,1,0.55995723371683,0
RC0085926,959.73,netbanking,insufficient_funds,0.3126,661,7,1,1,13,3,3,0,0.7168045097867963,1.0,0,0.55995723371683,0
RC0085927,2200.84,card,expired_instrument,0.8888,1350,7,0,4,6,2,0,1,0.6957012630006524,0.9381132114930344,0,0.55995723371683,0
RC0085928,452.61,upi,timeout,0.7096,1094,8,4,3,13,1,1,0,0.4457017824463081,0.4111290470342753,0,0.5916741449658187,0
RC0085929,894.69,upi,expired_instrument,0.628,668,13,1,3,5,0,0,0,1.0,0.8117564795796955,0,0.7106519766445112,1
RC0085930,901.39,card,timeout,0.7816,1400,8,1,1,9,2,2,0,0.9898534253194782,0.208297389646791,0,0.5916741449658187,0
RC0085931,1618.62,upi,insufficient_funds,0.7499,1281,11,1,2,6,2,3,0,0.8724008425051214,0.45959477673864063,0,0.669141894960796,0
RC0085932,851.99,upi,unknown,0.8957,1235,9,2,2,8,1,0,0,0.810864443876318,0.5189309823167398,0,0.6200458888731157,0
RC0085933,1410.31,card,unknown,0.3104,1223,8,1,2,8,3,3,0,0.9385757258903981,0.7337496452029811,0,0.5916741449658187,0
RC0085934,1165.75,card,timeout,0.5128,705,6,2,2,4,2,1,0,0.7264229690913261,0.6819183343540276,0,0.5239995654055677,0
RC0085935,1515.26,card,unknown,0.6302,42,7,0,0,9,1,0,0,0.9855269817274754,0.0,0,0.55995723371683,1
RC0085936,434.93,upi,temporary_bank_error,0.8691,692,6,1,3,10,1,3,0,0.9709500548435493,0.6820910133516339,0,0.5239995654055677,1
RC0085937,474.51,upi,timeout,0.8961,248,11,3,2,3,2,1,0,0.6328425794697656,0.34060795778519803,0,0.669141894960796,0
RC0085938,3464.52,upi,authentication_failure,0.5131,476,10,0,3,2,3,3,1,0.9390604304110035,0.7750572424256763,0,0.6457112531348923,0
RC0085939,1095.42,netbanking,timeout,0.8497,1443,8,1,3,0,2,2,0,0.8818948300822133,1.0,0,0.5916741449658187,1
RC0085940,2111.14,upi,temporary_bank_error,0.5316,14,5,2,3,13,2,2,0,0.737137499643104,0.4754441839021334,0,0.4824894837218527,0
RC0085941,2486.25,netbanking,unknown,0.6932,333,9,0,1,11,0,3,0,1.0,0.0,0,0.6200458888731157,0
RC0085942,1899.16,card,timeout,0.6269,1374,9,3,1,2,0,3,0,0.39740910012190556,0.3999848711670789,0,0.6200458888731157,0
RC0085943,568.05,card,authentication_failure,0.6835,1425,5,1,0,0,2,0,0,0.721933711456096,0.0,0,0.4824894837218527,1
RC0085944,311.45,card,authentication_failure,0.4344,488,7,2,3,0,2,0,0,0.6483051544280583,0.6234413241275376,0,0.55995723371683,1
RC0085945,1248.58,upi,timeout,0.3531,380,8,1,3,0,1,2,0,0.660906148677816,0.6110269376288533,0,0.5916741449658187,0
RC0085946,1833.03,upi,timeout,0.8488,254,10,2,2,9,3,1,0,0.7797333566682149,0.3795072371986904,0,0.6457112531348923,1
RC0085947,5830.62,card,unknown,0.7358,863,8,0,1,10,1,2,0,1.0,1.0,0,0.5916741449658187,0
RC0085948,9474.64,upi,unknown,0.977,1139,8,1,2,2,2,1,0,0.7715275217643585,0.9193469011755472,0,0.5916741449658187,1
RC0085949,2388.08,upi,expired_instrument,0.4282,996,7,0,1,1,0,2,1,0.9043612710414349,1.0,0,0.55995723371683,0
RC0085950,1650.46,upi,timeout,0.3491,1125,3,1,0,2,0,2,0,0.5804918411715151,1.0,0,0.3733048224778867,0
RC0085951,1651.88,upi,temporary_bank_error,0.8901,1340,10,2,1,4,0,3,0,0.9444133758398217,0.5387076956606546,0,0.6457112531348923,1
RC0085952,1695.05,wallet,authentication_failure,0.5906,505,10,0,1,3,2,1,0,0.9436320750445164,0.3746748096760506,0,0.6457112531348923,0
RC0085953,985.78,card,timeout,0.7023,1341,6,2,2,10,2,0,0,0.6012415330997611,0.648471397786369,0,0.5239995654055677,1
RC0085954,5589.36,card,timeout,0.4521,624,12,1,2,1,0,2,0,0.7293099294851406,0.5466686540410777,0,0.6906959960353908,1
RC0085955,1241.89,netbanking,unknown,0.2596,273,14,0,3,13,0,2,0,1.0,0.9617421775401924,0,0.7292305501170816,0
RC0085956,2362.69,upi,unknown,0.7597,319,10,5,5,11,2,1,0,0.6308979334111707,0.6056983367674885,0,0.6457112531348923,0
RC0085957,2332.49,upi,authentication_failure,0.8477,542,7,2,0,7,3,3,0,0.8528770690563011,0.0,0,0.55995723371683,0
RC0085958,242.31,wallet,temporary_bank_error,0.8246,387,3,0,2,11,1,0,0,0.0,1.0,0,0.3733048224778867,0
RC0085959,737.75,wallet,unknown,0.456,979,7,2,3,7,0,3,0,0.6132660725966331,0.8642560693013894,0,0.55995723371683,0
RC0085960,2373.98,upi,expired_instrument,0.2447,1304,11,1,0,0,3,2,0,0.8412003627149915,0.5790354511168623,0,0.669141894960796,0
RC0085961,5085.26,netbanking,temporary_bank_error,0.8846,348,7,1,2,6,0,3,0,1.0,0.6543787859956844,0,0.55995723371683,1
RC0085962,2091.91,netbanking,timeout,0.6045,1043,8,0,3,4,0,3,1,0.9224974477878799,0.8346388543959016,0,0.5916741449658187,0
RC0085963,3165.55,netbanking,expired_instrument,0.7564,202,9,1,0,1,2,2,0,0.9102617638376217,0.0,0,0.6200458888731157,0
RC0085964,699.46,upi,authentication_failure,0.6996,1372,11,3,3,0,0,3,0,0.8279041456987861,0.5453686561194724,0,0.669141894960796,1
RC0085965,1841.79,card,insufficient_funds,0.5982,381,16,2,2,4,1,3,0,0.9030392122024831,0.4489105573152098,0,0.7629347951689582,0
RC0085966,662.2,wallet,expired_instrument,0.513,1288,5,2,1,14,2,0,0,0.8294549251974932,0.5318218114951193,0,0.4824894837218527,0
RC0085967,3477.55,card,timeout,0.6105,1413,13,1,1,7,1,3,0,0.8654860754046283,0.0,0,0.7106519766445112,1
RC0085968,1866.73,card,authentication_failure,0.8812,854,8,2,2,9,2,1,0,0.8909126193340936,0.7024503074842902,0,0.5916741449658187,1
RC0085969,7868.06,card,unknown,0.9322,1183,6,1,5,13,2,1,0,0.9939111058090725,0.8158373533123972,0,0.5239995654055677,0
RC0085970,1766.97,upi,unknown,0.6111,380,9,4,0,7,3,1,0,0.5463018487343363,0.0,0,0.6200458888731157,0
RC0085971,470.31,card,authentication_failure,0.8647,920,10,0,1,2,2,3,0,1.0,0.5820306796405279,0,0.6457112531348923,1
RC0085972,2378.35,upi,authentication_failure,0.6475,16,4,1,3,0,0,2,0,0.5213401320998012,0.8408603747661999,0,0.43339347763417224,0
RC0085973,1218.16,card,authentication_failure,0.893,1096,11,0,6,5,3,3,0,0.9424530260714481,1.0,0,0.669141894960796,1
RC0085974,4042.81,upi,timeout,0.7509,208,11,3,2,8,0,1,0,0.7661940895062358,0.5506735806637056,0,0.669141894960796,0
RC0085975,969.48,card,temporary_bank_error,0.7176,398,6,1,5,2,0,3,0,0.5095284497843511,1.0,0,0.5239995654055677,1
RC0085976,5210.95,upi,temporary_bank_error,0.7668,147,11,0,1,5,3,3,0,0.8912506913692798,1.0,0,0.669141894960796,0
RC0085977,552.7,card,timeout,0.6703,812,12,3,3,7,1,1,0,0.7353404860600358,0.39940382902726196,0,0.6906959960353908,0
RC0085978,5976.54,card,timeout,0.7358,1486,5,2,0,5,3,2,0,0.6311551525681697,0.0,0,0.4824894837218527,0
RC0085979,560.55,card,unknown,0.7649,421,6,0,1,11,1,0,0,1.0,0.0,0,0.5239995654055677,1
RC0085980,921.5,card,timeout,0.8136,33,9,0,2,11,0,1,0,0.9402773551395389,1.0,0,0.6200458888731157,1
RC0085981,3206.06,card,temporary_bank_error,0.7354,1014,9,1,5,2,1,3,0,0.9381020507689336,0.8507946173881793,0,0.6200458888731157,1
RC0085982,11111.01,upi,insufficient_funds,0.6256,27,5,1,0,10,1,1,0,0.9898070402505258,0.25781687284872373,1,0.4824894837218527,0
RC0085983,1934.08,card,unknown,0.7795,580,9,1,6,13,1,0,0,0.9744938858365817,0.8855049439761075,0,0.6200458888731157,0
RC0085984,545.82,card,timeout,0.6032,286,3,1,2,3,0,0,0,0.3186762485021262,0.5819000942014592,0,0.3733048224778867,1
RC0085985,246.77,netbanking,timeout,0.7414,441,12,1,3,2,1,0,1,0.9814314193713954,0.6659169110598466,0,0.6906959960353908,0
RC0085986,4043.71,card,expired_instrument,0.569,343,6,0,0,9,0,0,0,1.0,1.0,0,0.5239995654055677,0
RC0085987,7303.67,card,timeout,0.5058,1036,9,1,1,2,0,1,0,0.9136041007804585,0.7038369511426973,0,0.6200458888731157,1
RC0085988,4557.33,card,authentication_failure,0.7076,950,6,3,2,0,2,1,0,0.2942578160097425,0.33344336382983736,0,0.5239995654055677,0
RC0085989,2076.95,upi,temporary_bank_error,0.8011,116,13,1,4,3,0,2,0,1.0,0.8081801005510523,0,0.7106519766445112,1
RC0085990,940.15,card,insufficient_funds,0.5081,504,8,2,2,4,3,0,0,0.5842894521624517,0.8113256232583677,0,0.5916741449658187,0
RC0085991,2782.01,netbanking,authentication_failure,0.8015,1012,9,1,2,10,2,1,0,0.7758819909548754,0.5920426671057001,0,0.6200458888731157,0
RC0085992,2422.79,wallet,temporary_bank_error,0.7323,1189,9,2,7,0,2,2,0,0.8631468600189813,0.6839409717929242,0,0.6200458888731157,1
RC0085993,9662.72,upi,insufficient_funds,0.5303,691,8,1,4,2,1,3,0,0.8328530735831732,0.685303532402306,0,0.5916741449658187,0
RC0085994,2792.19,wallet,temporary_bank_error,0.6576,709,7,4,0,6,2,1,0,0.39140562984358684,0.0,0,0.55995723371683,0
RC0085995,3819.22,upi,timeout,0.3599,890,8,2,1,7,2,0,0,0.7218594107759699,0.5271913743793165,0,0.5916741449658187,0
RC0085996,1624.84,netbanking,authentication_failure,0.3832,1300,3,2,1,10,0,0,0,0.6340861050609753,0.33911729324457834,0,0.3733048224778867,0
RC0085997,777.03,netbanking,timeout,0.8215,280,14,1,2,3,2,1,1,0.9273264417822995,1.0,0,0.7292305501170816,0
RC0085998,1737.85,card,authentication_failure,0.7505,455,7,0,3,3,1,0,0,0.98591028435933,0.8566433557885116,0,0.55995723371683,1
RC0085999,229.89,card,expired_instrument,0.8754,954,10,2,2,10,3,3,0,0.6497728790264239,0.47965177661818675,0,0.6457112531348923,0
RC0086000,1767.84,card,insufficient_funds,0.7559,171,10,1,1,9,1,2,0,0.9820568316203996,0.571880848212251,0,0.6457112531348923,1
RC0086001,2343.65,wallet,unknown,0.6914,255,8,4,2,2,0,3,0,0.5195518679584539,0.09914267813427635,0,0.5916741449658187,0
RC0086002,1116.45,upi,temporary_bank_error,0.8688,252,17,3,1,11,2,0,0,0.8068765724802989,0.14159888395545922,0,0.778326556204762,1
RC0086003,2430.25,card,timeout,0.7334,1427,9,0,0,12,1,0,0,1.0,0.0,0,0.6200458888731157,1
RC0086004,4480.18,upi,insufficient_funds,0.8283,1453,8,2,2,4,2,2,0,0.7067525504475858,0.47079837751177045,0,0.5916741449658187,0
RC0086005,2004.37,upi,unknown,0.5995,1316,8,1,0,13,1,0,0,0.9392530152267345,0.0,0,0.5916741449658187,0
RC0086006,1654.71,upi,temporary_bank_error,0.742,222,9,2,4,10,0,3,0,0.7020299315557752,0.930165738949592,0,0.6200458888731157,1
RC0086007,1286.05,upi,unknown,0.733,45,6,1,2,13,0,2,0,0.8020701152190074,0.44570968950291023,0,0.5239995654055677,0
RC0086008,1443.94,upi,authentication_failure,0.4405,1022,10,1,4,2,1,1,0,0.9479482459594601,0.7266086153367075,0,0.6457112531348923,0
RC0086009,9634.98,card,temporary_bank_error,0.7917,836,4,1,1,6,2,0,0,0.43327571566838224,0.6191085547589638,0,0.43339347763417224,1
RC0086010,914.4,upi,authentication_failure,0.8831,246,11,0,3,5,0,3,0,1.0,1.0,0,0.669141894960796,1
RC0086011,1047.85,upi,authentication_failure,0.8334,759,8,2,6,11,0,3,0,0.7512054135947928,0.7000510031295376,0,0.5916741449658187,1
RC0086012,4016.58,upi,timeout,0.6016,1097,10,1,2,14,1,1,0,0.9107691779843883,0.41989555063238154,0,0.6457112531348923,1
RC0086013,933.33,card,timeout,0.8974,1006,11,0,3,13,3,1,0,1.0,0.9421544245137246,0,0.669141894960796,1
RC0086014,3797.06,netbanking,expired_instrument,0.7885,680,3,1,1,2,2,3,1,0.5868704540196189,0.5020727944229844,0,0.3733048224778867,0
RC0086015,811.85,upi,timeout,0.4913,708,9,1,1,7,2,2,0,0.8258151769821198,0.2428325368941786,0,0.6200458888731157,0
